,Word,Parts
4120,sigillation,
4121,siglos,
4122,signalman,signal-man
4123,signory,
4124,sigurd,
4125,silhouetted,silhouette=ed
4126,simeon,
4127,simian,
4128,simious,
4129,simulatory,
4130,sincere,
4131,sinecure,
4132,singlet,
4133,singly,single=y
4134,sining,
4135,Sinkiang,
4136,sinuosity,sinuous=ity
4137,siphonophorous,siphonophore=ous
4138,Siree,
4139,siren,
4140,sitology,
4141,Sivas,
4142,sixteen,six-teen
4143,Sixtine,
4144,skeptic,
4145,skilless,skill-less
4146,skyer,
4147,skyey,sky=y
4148,sleepily,sleepy=ly
4149,slimsy,
4150,slurry,
4151,smarties,smarty=es
4152,snickersnee,
4153,snippety,
4154,snowmobile,snow-mobile
4155,sociogram,
4156,sociological,
4157,sociologistic,sociologist=ic
4158,sociopath,
4159,sociopaths,sociopath=s
4160,solan,
4161,solander,
4162,solemnize,
4163,solen,
4164,Solent,
4165,soler,
4166,soleure,
4167,solidary,
4168,Solingen,
4169,somewhen,some-when
4170,sonant,
4171,sonarman,sonar-man
4172,soothed,soothe=ed
4173,soothing,soothe=ing
4174,sorn,
4175,sorry,
4176,southeastward,south-eastward
4177,southwestward,south-westward
4178,sowcar,
4179,sparkling,sparkle=ing
4180,sparry,spar=y
4181,spartacist,
4182,spearman,spear-man
4183,species,
4184,spectrogram,
4185,spectrograph,
4186,spectroscope,
4187,spectroscopic,spectroscope=ic
4188,speedily,speedy=ly
4189,spencer,
4190,spermary,
4191,spherometer,
4192,spicate,
4193,spier,
4194,spillane,
4195,spinosity,spinose=ity
4196,spirant,
4197,spirographic,spirograph=ic
4198,spirometric,
4199,spoilsman,spoils-man
4200,spokesman,spokes-man
4201,sportsman,sports-man
4202,spousal,
4203,sprightful,sprite=ful
4204,spurry,
4205,squireen,
4206,stableman,stable-man
4207,stadiometer,
4208,stagnation,
4209,stalagmite,
4210,stalin,
4211,stalingrad,stalin-grad
4212,stallman,stall-man
4213,staminode,
4214,stampede,
4215,standby,stand-by
4216,standoff,stand-off
4217,stannary,
4218,stans,
4219,starboard,star-board
4220,starkey,
4221,Staten,
4222,statesman,states-man
4223,statutorily,statutory=ly
4224,staurolitic,staurolite=ic
4225,stavesacre,
4226,steadily,steady=ly
4227,steamily,steamy=ly
4228,steelman,steel-man
4229,steersman,steers-man
4230,stelazine,
4231,stellate,
4232,stellated,
4233,stentor,
4234,stephanotis,
4235,stepparent,step-parent
4236,stereographic,stereo-graphic
4237,stickybeak,sticky-beak
4238,stigmasterol,
4239,stillion,
4240,stillman,still-man
4241,stipellate,
4242,stirrup,
4243,stockhausen,
4244,stockman,stock-man
4245,stoically,stoical=ly
4246,stollen,
4247,storeman,store-man
4248,strategically,strategical=ly
4249,strenuosity,strenuous=ity
4250,stricken,
4251,strickling,strickle=ing
4252,strontian,
4253,strophoid,
4254,stumbling,stumble=ing
4255,stylesheet,style-sheet
4256,stylobate,stylo-bate
4257,stylograph,stylo-graph
4258,stymied,stymie=ed
4259,subadar,
4260,subaltern,
4261,subaudition,sub=audition
4262,subbing,sub=ing
4263,subbranches,subbranch=es
4264,subcenters,subcenter=s
4265,subcompacts,subcompact=s
4266,subdiaconate,sub=diaconate
4267,subdual,subdue=al
4268,subduce,
4269,subduct,
4270,subdue,
4271,subdued,subdue=ed
4272,subduing,subdue=ing
4273,suber,
4274,suberic,
4275,suberin,
4276,subflooring,subfloor=ing
4277,subjectivism,subjective=ism
4278,subjugate,
4279,subjugation,subjugate=ion
4280,sublet,sub-let
4281,sublimable,
4282,sublime,
4283,submerge,
4284,submerged,submerge=ed
4285,submiss,
4286,submission,
4287,submissions,submission=s
4288,submissive,
4289,submit,
4290,subordinate,
4291,subpoenaing,subpoena=ing
4292,subprincipal,sub=principal
4293,subrogation,subrogate=ion
4294,subscribe,
4295,subscriber,subscribe=er
4296,subscribes,subscribe=s
4297,subsequence,
4298,subsequent,
4299,subside,
4300,subsided,subside=ed
4301,subsidence,
4302,subsides,subside=s
4303,subsidiary,
4304,subsiding,subside=ing
4305,subtend,
4306,subthreads,subthread=s
4307,subtile,
4308,subtract,
4309,subtraction,subtract=ion
4310,subtractive,subtract=ive
4311,subtractor,subtract=or
4312,subversion,
4313,subvert,
4314,successive,
4315,successor,
4316,suckling,suckle=ing
4317,Sumerian,
4318,sunbow,
4319,sundae,
4320,sungkiang,
4321,sunned,sun=ed
4322,sunning,sun=ing
4323,superable,
4324,supercharged,supercharge=ed
4325,supercharger,supercharge=er
4326,superconductors,superconductor=s
4327,superdelegates,superdelegate=s
4328,supergiants,supergiant=s
4329,superheroes,superhero=es
4330,superminicomputers,superminicomputer=s
4331,superpowers,superpower=s
4332,superstars,superstar=s
4333,supervise,
4334,supervisors,supervisor=s
4335,supervisor,supervise=or
4336,supplementary,
4337,suppletory,
4338,suppliant,
4339,suprarational,supra-rational
4340,suprarenal,supra-renal
4341,surcease,
4342,surffish,
4343,surgery,
4344,surrogation,surrogate=ion
4345,surtout,
4346,Susan,
4347,sustentation,
4348,sustentative,
4349,swagman,swag-man
4350,swanee,
4351,swedish,swede=ish
4352,switchman,switch-man
4353,switzerland,switzer-land
4354,swordman,sword-man
4355,swordsman,swords-man
4356,sycee,
4357,sycophantic,sycophant=ic
4358,sylphide,
4359,sylvan,
4360,symbiosis,
4361,symbiotic,
4362,symmetrically,symmetrical=ly
4363,symphonic,
4364,sympodium,
4365,syncline,
4366,syndicalist,
4367,synonymize,
4368,synonymy,
4369,sypher,
4370,taal,
4371,tableland,table-land
4372,taborin,
4373,tacheometer,
4374,tachism,
4375,tachistoscopic,tachistoscope=ic
4376,tackling,tackle=ing
4377,Tahitian,Tahiti=an
4378,talesman,tales-man
4379,talkfest,talk-fest
4380,tallchief,
4381,tallchief,tall-chief
4382,tallinn,
4383,tallyman,tally-man
4384,tampan,tampa=n
4385,tampion,
4386,tanagra,
4387,tanbur,
4388,tandoor,
4389,tanist,
4390,tansy,
4391,tantalate,
4392,tantalite,
4393,tantalus,
4394,tantamount,
4395,tantara,
4396,taradiddle,
4397,taras,
4398,tardiness,tardy=ness
4399,tarmacadam,tar-macadam
4400,tarn,
4401,tarpan,
4402,tarpaulin,
4403,tartana,
4404,tartare,
4405,tatami,
4406,tautomerism,
4407,taximeter,
4408,taximeter,taxi-meter
4409,teal,
4410,teammate,team-mate
4411,teared,
4412,teed,
4413,teer,
4414,teetotal,
4415,teetotaler,teetotal=er
4416,teleconferencing,teleconference=ing
4417,teledu,
4418,telegrapher,
4419,telegraphs,telegraph=s
4420,telegu,
4421,telemarketers,telemarketer=s
4422,telemarketer,tele=marketer
4423,telemeter,
4424,teleology,
4425,teleoperated,tele=operated
4426,telepath,
4427,telephony,
4428,telescopic,telescope=ic
4429,telestich,
4430,televise,
4431,televisor,televise=or
4432,template,
4433,tenace,
4434,tenes,
4435,tenurial,
4436,ternary,
4437,ternion,
4438,terramara,
4439,terrapin,
4440,tertian,
4441,tesselate,
4442,testament,
4443,testamentary,
4444,testes,
4445,testily,testy=ly
4446,testis,
4447,testudo,
4448,tetrabrach,
4449,tetracyclic,tetra-cyclic
4450,tetrode,
4451,thebes,
4452,theodolitic,theodolite=ic
4453,thereanent,
4454,thereat,there-at
4455,thereby,there-by
4456,therefor,there-for
4457,therein,there-in
4458,thereof,there-of
4459,thereon,there-on
4460,theretofore,thereto-fore
4461,thereto,there-to
4462,therewithal,there-withal
4463,therewith,there-with
4464,thermion,therm-ion
4465,thermometer,
4466,thermoscope,
4467,thermoscope,thermo=scope
4468,thermostat,
4469,thermostat,thermo=stat
4470,thermotropism,
4471,thinko,think-oh
4472,thirteen,
4473,thitherto,thither-to
4474,thorn,
4475,thorndike,
4476,thuggee,
4477,thumbprint,thumb-print
4478,thundershower,thunder-shower
4479,thurgau,
4480,tical,
4481,tied,tie=ed
4482,tier,
4483,tigrean,tigre=an
4484,tilbury,
4485,tillerman,tiller-man
4486,tillich,
4487,tillman,till-man
4488,timbale,
4489,timberman,timber-man
4490,tipperary,
4491,titlark,tit-lark
4492,Tobey,
4493,toby,
4494,toffee,
4495,token,
4496,tokenize,token=ize
4497,tokology,
4498,tolan,
4499,tollman,toll-man
4500,toluate,
4501,toman,
4502,tomnoddy,
4503,tongman,tong-man
4504,tonking,
4505,tonking,tonk=ing
4506,tonnish,
4507,toon,
4508,toots,
4509,tootsy,
4510,topgallant,
4511,topiary,
4512,topman,top-man
4513,toran,
4514,toric,
4515,tories,tory=es
4516,torment,
4517,torn,
4518,torous,
4519,torques,
4520,Torrance,
4521,torrent,
4522,Torres,
4523,torsibility,
4524,tory,
4525,tourbillion,
4526,tourmalinic,tourmaline=ic
4527,tower,
4528,towmont,
4529,townsman,towns-man
4530,toyoda,
4531,Tracey,
4532,tracheal,trachea=l
4533,trackman,track-man
4534,tractarianism,
4535,Tracy,
4536,tradesman,trades-man
4537,traditores,
4538,trainman,train-man
4539,transfer,
4540,transference,
4541,transferrin,
4542,transformation,
4543,transformers,transformer=s
4544,transire,
4545,transit,
4546,transitorily,transitory=ly
4547,transits,transit=s
4548,transmission,
4549,transmissions,transmission=s
4550,transmissive,
4551,transponder,
4552,transponders,transponder=s
4553,transport,
4554,transportable,transport=able
4555,transported,transport=ed
4556,transporters,transporter=s
4557,transporter,transport=er
4558,transporting,transport=ing
4559,transports,transport=s
4560,transudate,
4561,trapan,
4562,treatise,
4563,trellises,trellis=es
4564,tremies,
4565,tremies,tremie=s
4566,trencherman,trencher-man
4567,trendier,trendy=er
4568,triad,
4569,triads,triad=s
4570,trial,
4571,trialist,trial=ist
4572,triangles,triangle=s
4573,triangulate,
4574,tribade,
4575,tribesmen,tribes-men
4576,tribrach,
4577,tributary,
4578,tribute,
4579,tributes,tribute=s
4580,tricentenary,tri=centenary
4581,trichina,
4582,trichromatic,tri=chromatic
4583,trickling,trickle=ing
4584,tricostate,
4585,tricot,
4586,tricyclic,
4587,tricyclic,tri=cyclic
4588,triens,
4589,trier,try=er
4590,trifid,
4591,trifling,
4592,trifoliated,
4593,trigo,
4594,trillion,
4595,trimeter,
4596,trinary,
4597,tripods,tripod=s
4598,trisect,
4599,triskelion,
4600,Tristan,
4601,tristate,
4602,tristful,
4603,tristich,
4604,trithing,
4605,triumphant,
4606,trochal,
4607,trochee,
4608,trochoid,
4609,tropic,
4610,tropine,
4611,tropism,
4612,tropology,
4613,truckee,
4614,trudgen,
4615,trueman,true-man
4616,truer,true=er
4617,truest,true=est
4618,truly,true=ly
4619,trypanosomic,trypanosome=ic
4620,tsarist,czar=ist
4621,tuberosity,tuberose=ity
4622,tubman,tub-man
4623,tumbling,tumble=ing
4624,turbocharge,turbo-charge
4625,turfman,turf-man
4626,turkmen,
4627,tushy,
4628,tweer,twee=er
4629,tweest,twee=est
4630,twinkling,twinkle=ing
4631,tyer,tie=er
4632,tying,tie=ing
4633,tympany,
4634,Tyree,
4635,ultracentrifugal,ultra-centrifugal
4636,ultralight,ultra-light
4637,ultramicrometer,ultra-micrometer
4638,ultranationalist,ultra-nationalist
4639,ultrared,ultra-red
4640,umbellet,
4641,unalterably,unalterable=y
4642,unary,
4643,uncannily,uncanny=ly
4644,uncensorable,un=censorable
4645,unchallengeable,un=challengeable
4646,unco,
4647,unconquerable,un=conquerable
4648,uncrushable,un=crushable
4649,unctuosity,unctuous=ity
4650,unctuously,unctuous=ly
4651,uncustomed,un=customed
4652,unde,
4653,underclans,underclan=s
4654,undergrads,undergrad=s
4655,undergraduates,undergraduate=s
4656,underlet,under-let
4657,understand,
4658,understandably,understandable=y
4659,understewards,understeward=s
4660,understorey,under=story
4661,underutilized,underutilize=ed
4662,uneasily,un=easily
4663,unfathomed,un=fathomed
4664,unflappable,un=flappable
4665,ungovernableness,ungovernable=ness
4666,ungovernable,un=governable
4667,ungraspable,un=graspable
4668,ungula,
4669,uniate,
4670,unijugate,
4671,unilocular,uni-locular
4672,uninterested,un=interested
4673,unipotent,
4674,unit,
4675,uniting,unite=ing
4676,units,unit=s
4677,university,
4678,unkenned,un=kenned
4679,unless,
4680,unmatchable,un=matchable
4681,unmeritable,un=meritable
4682,unmetalled,un=metalled
4683,unmissable,un=missable
4684,unmistakably,unmistakable=y
4685,unprecedentedly,unprecedented=ly
4686,unquenchable,un=quenchable
4687,unquestionably,unquestionable=y
4688,unrecompensed,un=recompensed
4689,unseeable,un=seeable
4690,unselfconscious,
4691,unshockable,un=shockable
4692,unshrinkable,un=shrinkable
4693,unsinkable,un=sinkable
4694,unspilt,un=spilled
4695,unsplinterable,un=splinterable
4696,unstinted,un=stinted
4697,unstinting,un=stinting
4698,unsunned,un=sunned
4699,unto,
4700,untouchables,untouchable=s
4701,untrammeled,un=trammeled
4702,unutterable,un=utterable
4703,upland,up-land
4704,upmarket,up-market
4705,upsize,up-size
4706,upstanding,up-standing
4707,upstart,up-start
4708,upstroke,up-stroke
4709,upsurge,up-surge
4710,upsweep,up-sweep
4711,upswell,up-swell
4712,upswept,up-swept
4713,upswing,up-swing
4714,urdy,
4715,urethroscopic,urethroscope=ic
4716,vacationland,vacation-land
4717,vainglorious,vain-glorious
4718,valentine,
4719,valeric,
4720,valery,
4721,valine,
4722,valise,
4723,valuable,value=able
4724,vampirish,vampire=ish
4725,vanguard,
4726,vaporosity,vaporous=ity
4727,vasoinhibitory,
4728,vassal,
4729,Vatican,
4730,vaxes,
4731,veal,
4732,veer,
4733,vegan,
4734,vegas,
4735,velamen,
4736,velcro,
4737,venatic,
4738,venetians,venetian=s
4739,venosity,venose=ity
4740,ventilate,
4741,ventilation,ventilate=ion
4742,ventosity,ventose=ity
4743,ventricosity,ventricose=ity
4744,veracruz,
4745,verbosity,verbose=ity
4746,verdant,
4747,verdigris,
4748,verdin,
4749,vernation,
4750,versant,
4751,versatile,
4752,versine,
4753,vertebral,vertebra=l
4754,vertical,
4755,verticillate,
4756,vesical,vesica=l
4757,vesicatory,
4758,vestryman,vestry-man
4759,viatores,
4760,vibratory,
4761,victim,
4762,Vidal,
4763,vied,vie=ed
4764,villosity,villose=ity
4765,vinal,
4766,Vincent,
4767,vincentian,
4768,vincible,
4769,vineland,vine-land
4770,vinic,
4771,vinosity,vinous=ity
4772,vinous,
4773,violate,
4774,violation,violate=ion
4775,virtuosic,virtuous=ic
4776,virtuosity,virtuous=ity
4777,visceral,viscera=l
4778,viscosity,viscose=ity
4779,visor,
4780,vitamin,
4781,vitreosity,vitreous=ity
4782,vives,
4783,volant,
4784,volsci,
4785,volsung,
4786,voltaism,volta=ism
4787,voluminosity,voluminous=ity
4788,voluntarily,voluntary=ly
4789,votary,
4790,vying,vie=ing
4791,waal,
4792,wadas,
4793,waddy,
4794,Wahhabis,Wahhabi=s
4795,waldorf,
4796,walgreen,
4797,wallabies,wallaby=es
4798,waller,
4799,Wallis,
4800,wallsend,
4801,wally,
4802,wallydrag,
4803,walpole,
4804,wangun,
4805,wanion,
4806,wannabee,
4807,warbling,warble=ing
4808,wardress,
4809,warman,war-man
4810,warrant,
4811,warrantor,
4812,warren,
4813,warsaw,
4814,warwick,
4815,washerman,washer-man
4816,washiness,washy-ness
4817,washingtonia,
4818,wastery,
4819,watchman,watch-man
4820,waterman,water-man
4821,waterwheel,water-wheel
4822,weal,
4823,wean,
4824,wearily,weary=ly
4825,wearish,
4826,wearisome,weary-some
4827,weary,
4828,weatherperson,weather-person
4829,weed,
4830,weepie,
4831,weer,wee=er
4832,weest,
4833,weest,wee=est
4834,weighman,weigh-man
4835,welcome,well-come
4836,welshman,welsh-man
4837,whatso,what-so
4838,wheatmeal,wheat-meal
4839,wheelman,wheel-man
4840,wheelsman,wheels-man
4841,wheen,
4842,whencesoever,whence-soever
4843,whereas,where-as
4844,whereat,where-at
4845,whereby,where-by
4846,wherein,where-in
4847,whereof,where-of
4848,whereon,where-on
4849,whereto,where-to
4850,wherever,where-ever
4851,wherewithal,where-withal
4852,wherewith,where-with
4853,wherry,
4854,wherryman,wherry-man
4855,whimsically,whimsical=ly
4856,whirry,whir=y
4857,whitener,whiten=er
4858,whitening,whiten=ing
4859,whoremonger,whore-monger
4860,whoreson,whore-son
4861,wicked,
4862,wicked,wick=ed
4863,Wickes,
4864,wicklow,
4865,wikiup,
4866,wilburn,
4867,williamsburg,williams-burg
4868,Willis,
4869,wincey,
4870,Winchester,
4871,winded,
4872,wingman,wing-man
4873,wireman,wire-man
4874,wisdom,
4875,wiseacre,
4876,wised,wise=ed
4877,wiseman,wise-man
4878,wiser,wise=er
4879,wisest,wise=est
4880,wiss,
4881,withal,
4882,wither,
4883,withy,
4884,witloof,
4885,wolffish,wolf-fish
4886,wolfgang,
4887,wolverine,
4888,wonted,
4889,wonted,wont=ed
4890,woodland,wood-land
4891,woodman,wood-man
4892,woodrow,
4893,woolly,wool=y
4894,woolman,wool-man
4895,workman,work-man
4896,worrisome,worry-some
4897,worrywart,worry-wart
4898,worthwhile,worth-while
4899,worthy,
4900,wowser,
4901,wretched,
4902,Xian,
4903,yachtsman,yachts-man
4904,yankee,
4905,yaobang,
4906,yawmeter,yaw-meter
4907,yawn,
4908,yean,
4909,yeggman,yegg-man
4910,yuan,
4911,yugoslav,
4912,yulan,
4913,zaman,
4914,zenaida,
4915,zillion,
4916,zimbabwean,zimbabwe=an
4917,zoetrope,
4918,zonary,
4919,zoochore,
4920,zooid,
4921,zooming,zoom=ing
4922,zoos,
4923,zygosity,zygose=ity
